Match_Id,Match_Date,Team_Name_Id,Opponent_Team_Id,Venue_Name,Toss_Winner_Id,Won_By,Match_Winner_Id,Man_Of_The_Match_Id,First_Umpire_Id,Second_Umpire_Id,City_Name
336038,24-May-08,3,5,"MA Chidambaram Stadium, Chepauk",5,10,5,109,476,487,Chennai
336039,3-May-08,2,8,M Chinnaswamy Stadium,8,3,2,14,478,487,Bangalore
336040,25-May-08,1,4,Eden Gardens,4,3,1,105,473,514,Kolkata
336041,26-May-08,5,7,Sawai Mansingh Stadium,5,5,5,102,474,486,Jaipur
336042,27-May-08,8,3,"Rajiv Gandhi International Stadium, Uppal",8,7,3,21,480,492,Hyderabad
336043,30-May-08,6,5,Wankhede Stadium,6,105,5,32,474,477,Mumbai
336044,31-May-08,3,4,Wankhede Stadium,4,9,3,122,470,476,Mumbai
336045,1-Jun-08,3,5,Dr DY Patil Sports Academy,5,3,5,31,474,477,Mumbai
392186,18-Apr-09,3,7,Newlands,3,19,7,133,478,486,Cape Town
392187,18-Apr-09,2,5,Newlands,2,75,2,6,478,513,Cape Town
392188,19-Apr-09,6,4,?,6,10,6,175,471,515,?
392189,19-Apr-09,8,1,Newlands,1,8,8,61,471,478,Cape Town
392190,20-Apr-09,2,3,St George's Park,3,92,3,121,480,490,Port Elizabeth
392191,21-Apr-09,4,1,Kingsmead,1,11,1,162,476,515,Durban
392193,22-Apr-09,2,8,Newlands,8,24,8,53,481,492,Cape Town
392194,23-Apr-09,3,6,Kingsmead,6,9,6,110,478,490,Durban
392195,23-Apr-09,1,5,Newlands,1,?,5,31,471,481,Cape Town
392196,24-Apr-09,2,4,Kingsmead,2,7,4,161,478,516,Durban
392197,25-Apr-09,8,7,Kingsmead,8,12,8,131,482,490,Durban
392199,26-Apr-09,2,6,St George's Park,2,6,6,135,483,480,Port Elizabeth
392200,26-Apr-09,4,5,Newlands,4,27,4,26,481,486,Cape Town
392201,27-Apr-09,3,8,Kingsmead,8,6,8,97,475,516,Durban
392202,27-Apr-09,1,7,St George's Park,7,92,7,133,480,513,Port Elizabeth
392203,28-Apr-09,6,5,SuperSport Park,6,5,5,31,484,477,Centurion
392204,29-Apr-09,2,1,Kingsmead,1,5,2,11,471,516,Durban
392205,29-Apr-09,4,7,Kingsmead,4,3,4,26,471,487,Durban
392206,30-Apr-09,8,6,SuperSport Park,6,6,6,223,484,492,Centurion
392207,30-Apr-09,3,5,SuperSport Park,5,38,3,21,484,477,Centurion
392208,1-May-09,1,7,Buffalo Park,7,9,7,154,481,488,East London
392209,1-May-09,2,4,Kingsmead,2,?,2,27,482,489,Durban
392210,2-May-09,8,5,St George's Park,8,?,5,31,483,480,Port Elizabeth
392211,2-May-09,3,6,New Wanderers Stadium,6,18,3,186,476,477,Johannesburg
392212,3-May-09,4,1,St George's Park,1,6,4,64,483,471,Port Elizabeth
392213,3-May-09,2,7,New Wanderers Stadium,7,9,2,9,477,516,Johannesburg
392214,4-May-09,3,8,Buffalo Park,3,78,3,20,478,481,East London
392215,5-May-09,4,5,Kingsmead,4,78,5,74,485,475,Durban
392216,5-May-09,6,1,Kingsmead,1,9,6,40,484,475,Durban
392217,6-May-09,8,7,SuperSport Park,8,19,8,57,471,482,Centurion
392218,7-May-09,2,5,SuperSport Park,5,7,5,196,486,476,Centurion
392219,7-May-09,3,4,?,3,12,3,18,476,516,?
392220,8-May-09,6,7,Buffalo Park,7,7,6,73,481,488,East London
392221,9-May-09,8,4,De Beers Diamond Oval,4,3,4,64,484,492,Kimberley
392222,9-May-09,3,5,De Beers Diamond Oval,5,7,3,23,484,482,Kimberley
392223,10-May-09,2,7,St George's Park,7,16,7,154,478,480,Port Elizabeth
392224,10-May-09,6,1,New Wanderers Stadium,6,7,6,136,487,513,Johannesburg
392225,11-May-09,8,5,De Beers Diamond Oval,8,53,8,147,484,482,Kimberley
392226,12-May-09,2,1,SuperSport Park,2,6,2,52,481,485,Centurion
392227,12-May-09,4,7,SuperSport Park,4,8,7,50,485,477,Centurion
392228,13-May-09,8,6,Kingsmead,8,12,6,89,476,487,Durban
392229,14-May-09,2,3,Kingsmead,3,2,2,52,478,476,Durban
392230,14-May-09,7,5,Kingsmead,5,2,5,38,478,476,Durban
392231,15-May-09,6,4,OUTsurance Oval,4,6,4,66,482,475,Bloemfontein
392232,16-May-09,3,7,St George's Park,7,7,3,18,488,490,Port Elizabeth
392233,16-May-09,8,1,New Wanderers Stadium,8,6,8,57,477,489,Johannesburg
392234,17-May-09,8,4,?,8,1,4,27,489,513,?
392235,17-May-09,6,5,OUTsurance Oval,6,14,6,110,485,475,Bloemfontein
392236,18-May-09,3,1,SuperSport Park,3,7,1,104,490,513,Centurion
392237,19-May-09,2,6,New Wanderers Stadium,6,7,2,9,475,513,Johannesburg
392238,20-May-09,1,5,Kingsmead,1,4,1,63,480,490,Durban
392239,20-May-09,3,4,Kingsmead,3,24,3,121,480,490,Durban
392240,21-May-09,6,7,SuperSport Park,6,4,6,41,475,489,Centurion
392241,21-May-09,2,8,SuperSport Park,2,12,2,96,475,489,Centurion
392242,22-May-09,6,8,SuperSport Park,8,6,8,53,478,476,Centurion
392243,23-May-09,2,3,New Wanderers Stadium,2,6,2,96,477,490,Johannesburg
392244,24-May-09,2,8,New Wanderers Stadium,2,6,8,124,477,490,Johannesburg
419111,12-Mar-10,8,1,Dr DY Patil Sports Academy,8,11,1,191,477,513,Mumbai
419112,13-Mar-10,7,5,Brabourne Stadium,7,4,7,31,477,513,Mumbai
419113,13-Mar-10,4,6,"Punjab Cricket Association Stadium, Mohali",6,5,6,40,478,489,Chandigarh
419114,14-Mar-10,1,2,Eden Gardens,1,7,1,87,482,492,Kolkata
419115,14-Mar-10,3,8,"MA Chidambaram Stadium, Chepauk",8,31,8,60,486,476,Chennai
419116,15-Mar-10,5,6,"Sardar Patel Stadium, Motera",6,6,6,41,480,477,Ahmedabad
419117,16-Mar-10,2,4,M Chinnaswamy Stadium,4,8,2,9,491,476,Bangalore
419118,16-Mar-10,1,3,Eden Gardens,3,55,3,20,482,492,Kolkata
419119,17-Mar-10,6,7,Feroz Shah Kotla,6,98,7,133,478,488,Delhi
419120,18-Mar-10,2,5,M Chinnaswamy Stadium,2,10,2,9,486,476,Bangalore
419121,19-Mar-10,6,3,Feroz Shah Kotla,6,5,3,18,478,488,Delhi
419122,19-Mar-10,8,4,Barabati Stadium,4,6,8,56,474,481,Cuttack
419123,20-Mar-10,5,1,"Sardar Patel Stadium, Motera",5,34,5,211,477,513,Ahmedabad
419124,20-Mar-10,7,2,Brabourne Stadium,7,7,2,9,482,485,Mumbai
419125,21-Mar-10,8,6,Barabati Stadium,8,10,8,56,474,481,Cuttack
419126,21-Mar-10,3,4,"MA Chidambaram Stadium, Chepauk",3,?,4,233,486,476,Chennai
419127,22-Mar-10,7,1,Brabourne Stadium,1,7,7,133,485,490,Mumbai
419128,23-Mar-10,2,3,M Chinnaswamy Stadium,3,36,2,46,477,513,Bangalore
419129,24-Mar-10,4,5,"Punjab Cricket Association Stadium, Mohali",4,31,5,230,478,488,Chandigarh
419130,25-Mar-10,7,3,Brabourne Stadium,7,5,7,133,474,492,Mumbai
419131,26-Mar-10,5,8,"Sardar Patel Stadium, Motera",8,8,5,31,482,490,Ahmedabad
419132,27-Mar-10,4,1,"Punjab Cricket Association Stadium, Mohali",1,39,1,87,478,489,Chandigarh
419133,25-Mar-10,2,6,M Chinnaswamy Stadium,2,17,6,237,480,477,Bangalore
419134,28-Mar-10,5,3,"Sardar Patel Stadium, Motera",5,17,5,183,485,490,Ahmedabad
419135,28-Mar-10,8,7,Dr DY Patil Sports Academy,8,41,7,50,491,486,Mumbai
419136,29-Mar-10,6,1,Feroz Shah Kotla,6,40,6,187,485,490,Delhi
419137,30-Mar-10,7,4,Brabourne Stadium,7,4,7,194,478,488,Mumbai
419138,31-Mar-10,3,2,"MA Chidambaram Stadium, Chepauk",2,5,3,185,480,477,Chennai
419139,31-Mar-10,6,5,Feroz Shah Kotla,6,67,6,88,482,490,Delhi
419140,1-Apr-10,1,8,Eden Gardens,1,24,1,1,486,476,Kolkata
419141,2-Apr-10,4,2,"Punjab Cricket Association Stadium, Mohali",4,6,2,158,474,481,Chandigarh
419142,3-Apr-10,3,5,"MA Chidambaram Stadium, Chepauk",3,23,3,185,477,513,Chennai
419143,3-Apr-10,7,8,Brabourne Stadium,7,63,7,208,478,489,Mumbai
419144,4-Apr-10,1,4,Eden Gardens,1,8,4,64,483,476,Kolkata
419145,4-Apr-10,6,2,Feroz Shah Kotla,6,37,6,241,474,481,Delhi
419146,5-Apr-10,8,5,"Vidarbha Cricket Association Stadium, Jamtha",5,2,5,38,482,490,Nagpur
419147,6-Apr-10,3,7,"MA Chidambaram Stadium, Chepauk",3,24,3,21,483,476,Chennai
419148,7-Apr-10,5,4,?,4,9,5,224,489,488,?
419149,7-Apr-10,1,6,Eden Gardens,1,14,1,1,480,477,Kolkata
419150,8-Apr-10,2,8,M Chinnaswamy Stadium,8,7,8,178,483,476,Bangalore
419151,9-Apr-10,4,7,"Punjab Cricket Association Stadium, Mohali",7,6,4,26,481,492,Chandigarh
419152,10-Apr-10,8,3,"Vidarbha Cricket Association Stadium, Jamtha",3,6,8,188,482,490,Nagpur
419153,10-Apr-10,2,1,M Chinnaswamy Stadium,2,7,2,81,486,476,Bangalore
419154,11-Apr-10,6,4,Feroz Shah Kotla,6,7,4,67,474,492,Delhi
419155,11-Apr-10,5,7,Sawai Mansingh Stadium,5,37,7,133,478,488,Jaipur
419156,12-Apr-10,8,2,"Vidarbha Cricket Association Stadium, Jamtha",2,13,8,256,477,513,Nagpur
419157,13-Apr-10,7,6,Brabourne Stadium,7,39,7,221,483,476,Mumbai
419158,13-Apr-10,3,1,"MA Chidambaram Stadium, Chepauk",1,9,3,201,485,490,Chennai
419159,14-Apr-10,5,2,Sawai Mansingh Stadium,5,5,2,158,478,489,Jaipur
419160,15-Apr-10,3,6,"MA Chidambaram Stadium, Chepauk",3,6,6,40,482,485,Chennai
419161,16-Apr-10,4,8,Himachal Pradesh Cricket Association Stadium,8,5,8,57,481,492,Dharamsala
419162,17-Apr-10,2,7,M Chinnaswamy Stadium,2,57,7,210,482,490,Bangalore
419163,17-Apr-10,1,5,Eden Gardens,5,8,1,346,480,513,Kolkata
419164,18-Apr-10,4,3,Himachal Pradesh Cricket Association Stadium,3,6,3,20,474,492,Dharamsala
419165,18-Apr-10,6,8,Feroz Shah Kotla,8,11,8,56,478,488,Delhi
419166,19-Apr-10,1,7,Eden Gardens,7,9,1,83,480,477,Kolkata
419167,21-Apr-10,2,7,Dr DY Patil Sports Academy,7,35,7,221,478,513,Mumbai
419168,22-Apr-10,3,8,Dr DY Patil Sports Academy,3,?,3,248,478,513,Mumbai
419169,24-Apr-10,2,8,?,8,9,2,124,477,490,?
419170,25-Apr-10,3,7,Dr DY Patil Sports Academy,3,22,3,21,477,490,Mumbai
501203,8-Apr-11,3,1,"MA Chidambaram Stadium, Chepauk",3,2,3,125,478,493,Chennai
501204,9-Apr-11,8,5,"Rajiv Gandhi International Stadium, Uppal",5,8,5,39,477,488,Hyderabad
501205,9-Apr-11,9,2,Nehru Stadium,9,6,2,110,482,486,Kochi
501206,10-Apr-11,6,7,Feroz Shah Kotla,6,8,7,194,492,513,Delhi
501207,10-Apr-11,10,4,Dr DY Patil Sports Academy,4,7,10,273,478,493,Mumbai
501208,11-Apr-11,1,8,Eden Gardens,1,9,1,9,477,488,Kolkata
501209,12-Apr-11,5,6,Sawai Mansingh Stadium,6,6,5,38,472,513,Jaipur
501210,12-Apr-11,2,7,M Chinnaswamy Stadium,7,9,7,133,482,517,Bangalore
501211,13-Apr-11,4,3,"Punjab Cricket Association Stadium, Mohali",4,6,4,167,470,487,Chandigarh
501212,13-Apr-11,10,9,Dr DY Patil Sports Academy,9,4,10,231,483,493,Mumbai
501213,14-Apr-11,8,2,"Rajiv Gandhi International Stadium, Uppal",2,33,8,94,477,489,Hyderabad
501214,15-Apr-11,5,1,Sawai Mansingh Stadium,1,9,1,40,472,485,Jaipur
501215,15-Apr-11,7,9,Wankhede Stadium,9,8,9,2,478,493,Mumbai
501216,16-Apr-11,3,2,"MA Chidambaram Stadium, Chepauk",3,21,3,19,482,517,Chennai
501217,16-Apr-11,8,4,"Rajiv Gandhi International Stadium, Uppal",4,8,4,167,477,489,Hyderabad
501218,17-Apr-11,10,6,Dr DY Patil Sports Academy,6,3,6,27,470,492,Mumbai
501219,17-Apr-11,1,5,Eden Gardens,1,8,1,151,472,513,Kolkata
501220,18-Apr-11,9,3,Nehru Stadium,9,7,9,2,486,517,Kochi
501221,19-Apr-11,6,8,Feroz Shah Kotla,8,16,8,65,493,518,Delhi
501223,20-Apr-11,7,10,Wankhede Stadium,10,7,7,126,470,492,Mumbai
501224,20-Apr-11,1,9,Eden Gardens,1,6,9,64,472,513,Kolkata
501225,21-Apr-11,4,5,"Punjab Cricket Association Stadium, Mohali",5,48,4,100,483,493,Chandigarh
501226,22-Apr-11,7,3,Wankhede Stadium,3,8,7,50,470,492,Mumbai
501227,22-Apr-11,1,2,Eden Gardens,2,9,2,162,485,513,Kolkata
501228,23-Apr-11,6,4,Feroz Shah Kotla,4,29,6,187,483,477,Delhi
501229,24-Apr-11,8,7,"Rajiv Gandhi International Stadium, Uppal",8,37,7,194,482,517,Hyderabad
501230,24-Apr-11,5,9,Sawai Mansingh Stadium,5,8,5,38,478,488,Jaipur
501231,25-Apr-11,3,10,"MA Chidambaram Stadium, Chepauk",10,25,3,19,472,513,Chennai
501232,26-Apr-11,6,2,Feroz Shah Kotla,2,3,2,8,483,518,Delhi
501233,27-Apr-11,10,3,Dr DY Patil Sports Academy,10,8,3,248,470,487,Mumbai
501234,27-Apr-11,9,8,Nehru Stadium,9,55,8,84,482,517,Kochi
501235,28-Apr-11,6,1,Feroz Shah Kotla,6,17,1,87,493,518,Delhi
501236,29-Apr-11,5,7,Sawai Mansingh Stadium,5,7,5,192,470,488,Jaipur
501237,29-Apr-11,2,10,M Chinnaswamy Stadium,10,26,2,8,472,485,Bangalore
501238,30-Apr-11,9,6,Nehru Stadium,6,38,6,41,482,517,Kochi
501239,30-Apr-11,1,4,Eden Gardens,1,8,1,140,492,487,Kolkata
501240,1-May-11,5,10,Sawai Mansingh Stadium,5,6,5,52,488,490,Jaipur
501241,1-May-11,3,8,"MA Chidambaram Stadium, Chepauk",3,?,3,109,472,513,Chennai
501242,2-May-11,7,4,Wankhede Stadium,4,23,7,221,482,493,Mumbai
501243,2-May-11,6,9,Feroz Shah Kotla,9,7,9,294,470,487,Delhi
501244,3-May-11,8,1,"Rajiv Gandhi International Stadium, Uppal",8,20,1,31,483,518,Hyderabad
501245,4-May-11,3,5,"MA Chidambaram Stadium, Chepauk",5,8,3,19,485,513,Chennai
501246,4-May-11,10,7,Dr DY Patil Sports Academy,10,21,7,235,482,490,Mumbai
501247,5-May-11,9,1,Nehru Stadium,1,17,9,104,489,518,Kochi
501248,5-May-11,8,6,"Rajiv Gandhi International Stadium, Uppal",6,4,6,41,470,492,Hyderabad
501249,6-May-11,2,4,M Chinnaswamy Stadium,4,85,2,162,472,513,Bangalore
501250,7-May-11,1,3,Eden Gardens,3,10,1,140,470,493,Kolkata
501251,7-May-11,7,6,Wankhede Stadium,6,32,7,208,486,490,Mumbai
501252,8-May-11,2,9,M Chinnaswamy Stadium,9,9,2,162,472,485,Bangalore
501253,8-May-11,4,10,"Punjab Cricket Association Stadium, Mohali",4,5,10,235,488,518,Chandigarh
501254,9-May-11,5,3,Sawai Mansingh Stadium,5,63,3,185,486,490,Jaipur
501255,10-May-11,8,10,"Rajiv Gandhi International Stadium, Uppal",8,6,10,253,470,492,Hyderabad
501256,10-May-11,4,7,"Punjab Cricket Association Stadium, Mohali",7,76,4,302,488,518,Chandigarh
501257,11-May-11,5,2,Sawai Mansingh Stadium,2,9,2,270,482,486,Jaipur
501258,12-May-11,3,6,"MA Chidambaram Stadium, Chepauk",3,18,3,20,492,487,Chennai
501259,13-May-11,9,4,Holkar Cricket Stadium,4,6,4,88,483,518,Indore
501260,14-May-11,2,1,M Chinnaswamy Stadium,2,4,2,162,477,513,Bangalore
501261,14-May-11,7,8,Wankhede Stadium,8,10,8,136,489,488,Mumbai
501262,15-May-11,4,6,Himachal Pradesh Cricket Association Stadium,6,29,4,67,470,487,Dharamsala
501263,15-May-11,9,5,Holkar Cricket Stadium,9,8,9,104,493,518,Indore
501264,16-May-11,10,8,Dr DY Patil Sports Academy,8,6,8,136,489,488,Mumbai
501265,17-May-11,4,2,Himachal Pradesh Cricket Association Stadium,4,111,4,53,470,492,Dharamsala
501266,18-May-11,3,9,"MA Chidambaram Stadium, Chepauk",3,11,3,62,482,477,Chennai
501267,19-May-11,10,1,Dr DY Patil Sports Academy,1,7,1,31,489,490,Mumbai
501268,20-May-11,7,5,Wankhede Stadium,7,10,5,32,477,493,Mumbai
501269,21-May-11,4,8,Himachal Pradesh Cricket Association Stadium,4,82,8,42,470,492,Dharamsala
501270,21-May-11,6,10,Feroz Shah Kotla,6,?,10,140,485,518,Delhi
501271,22-May-11,2,3,M Chinnaswamy Stadium,2,8,2,162,486,477,Bangalore
501272,22-May-11,1,7,Eden Gardens,7,5,7,275,488,490,Kolkata
501273,24-May-11,2,3,Wankhede Stadium,3,6,3,21,470,490,Mumbai
501274,25-May-11,7,1,Wankhede Stadium,7,4,7,126,470,490,Mumbai
501275,27-May-11,2,7,"MA Chidambaram Stadium, Chepauk",7,43,2,162,470,490,Chennai
501276,28-May-11,3,2,"MA Chidambaram Stadium, Chepauk",3,?,3,185,470,490,Chennai
548311,4-Apr-12,3,7,"MA Chidambaram Stadium, Chepauk",7,8,7,304,494,490,Chennai
548312,5-Apr-12,1,6,Eden Gardens,6,8,6,29,483,482,Kolkata
548313,6-Apr-12,7,10,Wankhede Stadium,7,28,10,306,495,490,Mumbai
548314,6-Apr-12,5,4,Sawai Mansingh Stadium,4,31,5,85,474,488,Jaipur
548315,7-Apr-12,2,6,M Chinnaswamy Stadium,6,20,2,110,483,489,Bangalore
548316,7-Apr-12,8,3,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,8,74,3,35,494,482,Visakhapatnam
548317,8-Apr-12,5,1,Sawai Mansingh Stadium,1,22,5,104,474,496,Jaipur
548318,8-Apr-12,10,4,Subrata Roy Sahara Stadium,10,22,10,307,491,490,Pune
548319,9-Apr-12,8,7,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,8,5,7,57,495,494,Visakhapatnam
548320,10-Apr-12,2,1,M Chinnaswamy Stadium,2,42,1,151,489,518,Bangalore
548321,10-Apr-12,6,3,Feroz Shah Kotla,6,8,6,190,470,488,Delhi
548322,11-Apr-12,7,5,Wankhede Stadium,5,27,7,221,472,497,Mumbai
548323,12-Apr-12,3,2,"MA Chidambaram Stadium, Chepauk",2,5,3,303,482,518,Chennai
548324,12-Apr-12,4,10,"Punjab Cricket Association Stadium, Mohali",4,7,4,137,496,488,Chandigarh
548325,13-Apr-12,1,5,Eden Gardens,5,5,1,276,470,483,Kolkata
548326,19-Apr-12,6,8,Feroz Shah Kotla,8,5,6,158,474,488,Delhi
548327,14-Apr-12,10,3,Subrata Roy Sahara Stadium,3,7,10,157,472,497,Pune
548328,15-Apr-12,1,4,Eden Gardens,1,2,4,315,470,483,Kolkata
548329,15-Apr-12,2,5,M Chinnaswamy Stadium,5,59,5,85,494,518,Bangalore
548330,16-Apr-12,7,6,Wankhede Stadium,6,7,6,293,474,488,Mumbai
548331,17-Apr-12,5,8,Sawai Mansingh Stadium,8,5,5,104,472,497,Jaipur
548332,17-Apr-12,2,10,M Chinnaswamy Stadium,10,6,2,162,483,491,Bangalore
548333,18-Apr-12,4,1,"Punjab Cricket Association Stadium, Mohali",4,8,1,40,494,518,Chandigarh
548334,10-May-12,8,6,"Rajiv Gandhi International Stadium, Uppal",8,9,6,187,494,490,Hyderabad
548335,19-Apr-12,3,10,"MA Chidambaram Stadium, Chepauk",10,13,3,324,470,491,Chennai
548336,20-Apr-12,4,2,"Punjab Cricket Association Stadium, Mohali",2,5,2,162,489,518,Chandigarh
548337,21-Apr-12,3,5,"MA Chidambaram Stadium, Chepauk",5,7,3,303,472,497,Chennai
548338,21-Apr-12,6,10,Feroz Shah Kotla,6,20,10,1,470,491,Delhi
548339,22-Apr-12,7,4,Wankhede Stadium,7,6,4,100,489,518,Mumbai
548340,22-Apr-12,8,1,Barabati Stadium,1,5,1,66,474,488,Cuttack
548341,23-Apr-12,5,2,Sawai Mansingh Stadium,5,46,2,110,470,483,Jaipur
548342,24-Apr-12,10,6,Subrata Roy Sahara Stadium,10,8,6,41,489,518,Pune
548344,25-Apr-12,4,7,"Punjab Cricket Association Stadium, Mohali",4,4,7,208,472,497,Chandigarh
548346,26-Apr-12,10,8,Subrata Roy Sahara Stadium,8,18,8,10,489,518,Pune
548347,27-Apr-12,6,7,Feroz Shah Kotla,7,37,6,41,472,497,Delhi
548348,28-Apr-12,3,4,"MA Chidambaram Stadium, Chepauk",4,7,4,236,474,488,Chennai
548349,28-Apr-12,1,2,Eden Gardens,1,47,1,40,470,478,Kolkata
548350,29-Apr-12,6,5,Feroz Shah Kotla,6,1,6,41,489,518,Delhi
548351,29-Apr-12,7,8,Wankhede Stadium,7,5,7,94,495,497,Mumbai
548352,30-Apr-12,3,1,"MA Chidambaram Stadium, Chepauk",3,5,1,40,474,499,Chennai
548353,1-May-12,8,10,Barabati Stadium,8,13,8,26,472,495,Cuttack
548354,1-May-12,5,6,Sawai Mansingh Stadium,5,6,6,322,494,490,Jaipur
548355,2-May-12,2,4,M Chinnaswamy Stadium,4,4,4,321,474,499,Bangalore
548356,3-May-12,10,7,?,7,1,7,194,470,483,?
548357,4-May-12,3,8,"MA Chidambaram Stadium, Chepauk",3,10,3,21,482,497,Chennai
548358,5-May-12,1,10,Eden Gardens,1,7,1,315,474,488,Kolkata
548359,5-May-12,4,5,"Punjab Cricket Association Stadium, Mohali",5,43,5,32,494,490,Chandigarh
548360,6-May-12,7,3,Wankhede Stadium,7,2,7,147,470,483,Mumbai
548361,6-May-12,2,8,M Chinnaswamy Stadium,2,5,2,110,482,497,Bangalore
548362,7-May-12,6,1,Feroz Shah Kotla,6,6,1,9,494,489,Delhi
548363,8-May-12,10,5,Subrata Roy Sahara Stadium,10,7,5,32,470,478,Pune
548364,8-May-12,8,4,"Rajiv Gandhi International Stadium, Uppal",8,25,4,236,482,497,Hyderabad
548365,9-May-12,7,2,Wankhede Stadium,2,9,2,162,474,496,Mumbai
548366,10-May-12,5,3,Sawai Mansingh Stadium,3,4,3,451,497,499,Jaipur
548367,11-May-12,10,2,Subrata Roy Sahara Stadium,10,35,2,162,474,488,Pune
548368,12-May-12,1,7,Eden Gardens,7,27,7,57,489,490,Kolkata
548369,12-May-12,3,6,"MA Chidambaram Stadium, Chepauk",3,9,3,451,491,478,Chennai
548370,13-May-12,5,10,Sawai Mansingh Stadium,5,45,5,335,474,488,Jaipur
548371,13-May-12,4,8,"Punjab Cricket Association Stadium, Mohali",8,4,4,4,482,497,Chandigarh
548372,14-May-12,2,7,M Chinnaswamy Stadium,7,5,7,208,491,478,Bangalore
548373,14-May-12,1,3,Eden Gardens,3,5,3,19,494,490,Kolkata
548374,15-May-12,6,4,?,4,5,6,232,482,497,?
548375,16-May-12,7,1,Wankhede Stadium,7,32,1,315,491,478,Mumbai
548376,17-May-12,4,3,Himachal Pradesh Cricket Association Stadium,4,6,4,53,496,488,Dharamsala
548377,17-May-12,6,2,?,6,21,2,162,482,499,?
548378,18-May-12,8,5,"Rajiv Gandhi International Stadium, Uppal",5,5,8,94,489,490,Hyderabad
548379,19-May-12,4,6,Himachal Pradesh Cricket Association Stadium,6,6,6,232,474,496,Dharamsala
548380,19-May-12,10,1,Subrata Roy Sahara Stadium,1,34,1,276,483,478,Pune
548381,20-May-12,8,2,"Rajiv Gandhi International Stadium, Uppal",2,9,8,94,489,490,Hyderabad
548382,20-May-12,5,7,Sawai Mansingh Stadium,5,10,7,147,482,499,Jaipur
548383,22-May-12,6,1,Subrata Roy Sahara Stadium,1,18,1,31,478,490,Pune
548384,23-May-12,3,7,M Chinnaswamy Stadium,7,38,3,20,474,482,Bangalore
548385,25-May-12,6,3,"MA Chidambaram Stadium, Chepauk",6,86,3,185,478,490,Chennai
548386,27-May-12,1,3,"MA Chidambaram Stadium, Chepauk",3,5,1,214,474,490,Chennai
598003,3-Apr-13,1,6,Eden Gardens,1,6,1,315,489,490,Kolkata
598004,4-Apr-13,2,7,M Chinnaswamy Stadium,7,2,2,162,496,499,Bangalore
598005,5-Apr-13,11,10,"Rajiv Gandhi International Stadium, Uppal",10,22,11,136,489,490,Hyderabad
598006,6-Apr-13,6,5,Feroz Shah Kotla,5,5,5,6,491,499,Delhi
598007,6-Apr-13,3,7,"MA Chidambaram Stadium, Chepauk",7,9,7,221,481,496,Chennai
598008,7-Apr-13,10,4,Subrata Roy Sahara Stadium,10,8,4,345,483,490,Pune
598009,7-Apr-13,11,2,"Rajiv Gandhi International Stadium, Uppal",2,?,11,340,495,489,Hyderabad
598010,8-Apr-13,5,1,Sawai Mansingh Stadium,1,19,5,39,472,491,Jaipur
598011,9-Apr-13,7,6,Wankhede Stadium,7,44,7,88,481,496,Mumbai
598012,10-Apr-13,4,3,"Punjab Cricket Association Stadium, Mohali",3,10,3,19,472,499,Chandigarh
598013,11-Apr-13,2,1,M Chinnaswamy Stadium,2,8,2,162,470,495,Bangalore
598014,11-Apr-13,10,5,Subrata Roy Sahara Stadium,5,7,10,254,481,503,Pune
598015,12-Apr-13,6,11,Feroz Shah Kotla,6,3,11,136,472,519,Delhi
598016,13-Apr-13,7,10,Wankhede Stadium,7,41,7,57,489,490,Mumbai
598017,13-Apr-13,3,2,"MA Chidambaram Stadium, Chepauk",3,4,3,35,470,495,Chennai
598018,14-Apr-13,1,11,Eden Gardens,1,48,1,40,481,496,Kolkata
598019,14-Apr-13,5,4,Sawai Mansingh Stadium,5,6,5,310,472,499,Jaipur
598020,15-Apr-13,3,10,"MA Chidambaram Stadium, Chepauk",10,24,10,306,470,495,Chennai
598021,16-Apr-13,4,1,"Punjab Cricket Association Stadium, Mohali",1,4,4,120,498,490,Chandigarh
598022,16-Apr-13,2,6,M Chinnaswamy Stadium,2,?,2,8,481,496,Bangalore
598023,17-Apr-13,10,11,Subrata Roy Sahara Stadium,10,11,11,136,470,495,Pune
598024,17-Apr-13,5,7,Sawai Mansingh Stadium,5,87,5,85,472,499,Jaipur
598025,18-Apr-13,6,3,Feroz Shah Kotla,3,86,3,19,481,496,Delhi
598026,19-Apr-13,11,4,"Rajiv Gandhi International Stadium, Uppal",4,5,11,340,482,498,Hyderabad
598027,20-Apr-13,1,3,Eden Gardens,1,4,3,35,470,495,Kolkata
598028,20-Apr-13,2,5,?,2,7,2,81,472,499,?
598029,21-Apr-13,6,7,Feroz Shah Kotla,7,9,6,41,482,489,Delhi
